Incident ID,Incident Date,State,City Or County,Address,Killed,Injured,Latitude,Longitude
2939030,13/06/2024,Illinois,Chicago,11910 S Michigan Ave,0,4,41.8755616,-87.6244212
2943126,12/06/2024,Florida,Hudson,Nottingham Trail,4,0,28.358140499999998,-82.69200498725827
2937456,11/06/2024,Tennessee,Memphis,I-240 and Poplar Ave,0,5,35.1460249,-90.0517638
2935591,09/06/2024,District of Columbia,Washington,2200 block of Minnesota Ave SE,0,6,38.8950368,-77.0365427
2935280,09/06/2024,Nevada,Sparks,300 block of Howard Dr,0,4,39.5404679,-119.7487235
2935430,09/06/2024,Texas,Dallas,Elm St and N Crowdus St,0,4,32.7762719,-96.7968559
2935144,09/06/2024,Wisconsin,Madison,433 W Johnson St,0,12,43.074761,-89.3837613
2936012,09/06/2024,Virginia,Richmond,200 block of N 2nd St,0,4,37.5385087,-77.43428
2936435,08/06/2024,Alabama,Eufaula,900 block of Jackson St,0,4,31.8912717,-85.1454876
2934578,08/06/2024,South Dakota,Sioux Falls,5105 S Drexel Ave,3,2,43.5476008,-96.7293629
2934537,08/06/2024,North Carolina,Charlotte,616 N Tryon St,1,3,35.2272086,-80.8430827
2934048,07/06/2024,Missouri,Saint Louis (Jennings),2600 block of Shannon Ave,1,4,Not Found,Not Found
2934417,07/06/2024,South Carolina,Seabrook,Horace Dawson Ln,0,4,32.5279652,-80.7664952
2934007,07/06/2024,California,Compton,E Greenleaf Blvd and S Mayo Ave,1,5,33.894927,-118.226624
2933578,06/06/2024,Missouri,Kansas City,3200 block of Bellefontaine Ave,2,2,39.100105,-94.5781416
2930393,03/06/2024,Tennessee,Memphis,3600 block of Powers Rd,0,4,35.1460249,-90.0517638
2930818,03/06/2024,Virginia,Triangle,3700 block of Masthead Trail,1,3,38.547356,-77.32157569312797
2931572,03/06/2024,Pennsylvania,Philadelphia,N Philip St and W Westmoreland St,0,4,39.9527237,-75.1635262
2928604,02/06/2024,Pennsylvania,Pittsburgh,3534 Laketon Rd,2,7,40.4416941,-79.9900861
2928765,02/06/2024,Florida,Pensacola,Palafox St and W Intendencia St,0,4,30.421309,-87.2169149
2928754,02/06/2024,Virginia,Newport News,26th St and Parish Ave,0,4,37.0914429,-76.5213892
2929682,02/06/2024,Missouri,Saint Louis,3775 Kossuth Ave,0,6,38.6280278,-90.1910154
2928614,02/06/2024,Kentucky,Louisville,7015 Raggard Rd,0,7,38.2542376,-85.759407
2928467,02/06/2024,Ohio,Akron,Kelly Ave and 8th Ave,1,28,41.083064,-81.518485
2929504,01/06/2024,Pennsylvania,Philadelphia,900 block of S 58th St,1,3,39.9527237,-75.1635262
2928378,01/06/2024,Michigan,Detroit,W Grand Blvd and W Warren Ave,0,5,42.3315509,-83.0466403
2928808,01/06/2024,South Carolina,Rock Hill,900 block of Southland Dr,2,2,34.9248667,-81.0250784
2928214,01/06/2024,Ohio,Columbus,500 block of N Ohio Ave,1,3,39.9622601,-83.0007065
2927825,01/06/2024,Arizona,Sacaton,629 W Moffett Rd,2,4,33.086805999999996,-111.75818769110458
2925929,30/05/2024,Minnesota,Minneapolis,2221 Blaisdell Ave,3,3,44.9772995,-93.2654692
2926808,30/05/2024,Maryland,Elkridge,6900 block of Norwood Ferry,3,1,39.19386315,-76.74209025715359
2926373,30/05/2024,Georgia,Decatur,2300 block of Greenway Dr,0,5,30.8736613,-84.5740953
2927030,30/05/2024,Utah,Salt Lake City (Murray),W Fireclay Ave and Birkhill Blvd,1,3,40.6646462,-111.88791397370927
2923547,28/05/2024,Connecticut,Waterbury,50 Mitchell Ave,0,4,41.5538091,-73.0438362
2922097,27/05/2024,Michigan,Lansing,325 Riverfront Dr,1,6,42.7338254,-84.5546295
2923055,27/05/2024,California,Sacramento,2701 Meadowview Rd,0,4,38.5810606,-121.493895
2923261,27/05/2024,Virginia,Richmond,1900 block of Raven Ct,2,2,37.5385087,-77.43428
2938698,27/05/2024,Mississippi,Jackson,Northside Dr,0,4,32.2998686,-90.1830408
2921217,26/05/2024,Illinois,Chicago,1300 block of S Christiana Ave,1,3,41.8755616,-87.6244212
2921717,26/05/2024,Ohio,Cleveland,1437 St Clair Ave,2,2,41.4996574,-81.6936772
2921394,26/05/2024,Missouri,Kansas City,Westport Road and Broadway,0,5,39.100105,-94.5781416
2921251,25/05/2024,California,San Fernando,925 Orange Grove Ave,0,5,34.28497,-118.437652
2921097,25/05/2024,Minnesota,Saint Paul (North Saint Paul),2039 17th Ave E,0,4,44.9625488,-93.09591390298462
2920512,25/05/2024,Florida,Fort Pierce,1800 block of Ave G,0,5,27.4467056,-80.3256056
2920544,24/05/2024,Illinois,Pembroke Township,13100 E Central St,2,3,42.0191787,-88.1397777596501
2919460,23/05/2024,New Jersey,Newark,121 Shephard Ave,0,4,40.735657,-74.1723667
2917331,22/05/2024,Pennsylvania,Chester,2626 W 4th St,2,3,39.9829308,-75.7652424
2916464,21/05/2024,Illinois,Chicago,1100 block of S Whipple St,0,4,41.8755616,-87.6244212
2916825,21/05/2024,Pennsylvania,Harrisburg,Chestnut St and S 15th St,1,3,40.2663107,-76.8861122
2918843,20/05/2024,Michigan,Detroit,17000 block of Ohio St,1,4,42.3315509,-83.0466403
2913404,18/05/2024,Florida,Sarasota,3474 17th St,1,4,27.3365805,-82.5308545
2914188,18/05/2024,Missouri,Saint Louis,3000 block of Olive St,1,3,38.6280278,-90.1910154
2914190,18/05/2024,Missouri,Bridgeton,MO-141 and Corporate Woods Dr,1,4,38.7566055,-90.42352
2914713,18/05/2024,North Carolina,Reidsville,8110 Cherry Grove Rd,2,2,36.3548586,-79.6644748
2913794,18/05/2024,Illinois,Chicago,700 block of S Albany Ave,0,6,41.8755616,-87.6244212
2913782,18/05/2024,Georgia,Savannah,W Congress Ln and Barnard St,0,9,32.0790074,-81.0921335
2913052,18/05/2024,Ohio,Columbus,132 E 5th Ave,3,3,39.9622601,-83.0007065
2908173,12/05/2024,Missouri,Saint Louis,10000 block of Toelle Ln,1,3,38.6280278,-90.1910154
2907387,12/05/2024,Florida,Tallahassee,1147 Apalachee Pkwy,2,2,30.4380832,-84.2809332
2916101,12/05/2024,Alabama,Montgomery,2400 block of Eastern Blvd,0,6,32.37742,-86.3091683
2907162,12/05/2024,Georgia,Atlanta,2110 Peachtree Rd NW,2,4,33.7489924,-84.3902644
2907598,12/05/2024,Massachusetts,Northborough,333 Howard St,1,4,42.3196015,-71.6422408
2906715,11/05/2024,Kentucky,Louisville,282 Evangeline Ave,2,2,38.2542376,-85.759407
2907355,11/05/2024,Alabama,Stockton,9400 block of Bryants Landing Rd,3,15,30.9905875,-87.86062140757576
2904508,08/05/2024,Texas,San Antonio,6708 Windsor Hollow Dr,1,4,29.4246002,-98.4951405
2904816,08/05/2024,North Carolina,Durham,311 S Lasalle St,1,3,35.996653,-78.9018053
2902327,06/05/2024,Indiana,Fort Wayne,Hanna St and E Rudisill Blvd,0,4,41.0799898,-85.1386015
2900406,05/05/2024,Alabama,Birmingham,800 3rd Ave W,1,6,33.5206824,-86.8024326
2900481,05/05/2024,Alabama,Tuscaloosa,1300 block of 58th St E,1,3,33.2095614,-87.5675258
2901278,05/05/2024,Alabama,Huntsville,708 Poplar Ave NW,0,5,34.729847,-86.5859011
2902726,05/05/2024,New Mexico,Gallup,1500 block of S 2nd St,2,2,35.5283506,-108.743907
2899844,04/05/2024,New York,Corona (Queens),108-11 Atlantic Avenue,1,3,40.7469593,-73.8601456
2900308,04/05/2024,California,Long Beach,2688 E South St,0,7,33.7690164,-118.191604
2900165,04/05/2024,New York,Buffalo,1490 Jefferson Ave,1,5,42.8867166,-78.8783922
2899989,04/05/2024,Tennessee,Memphis,3562 Kirby Pkwy,1,3,35.1460249,-90.0517638
2900213,04/05/2024,Pennsylvania,Philadelphia,1007 S 51st St,1,3,39.9527237,-75.1635262
2899834,03/05/2024,New York,Westbury,Pepperidge Rd and Eastfield Rd,0,6,40.7556561,-73.5876273
2931805,03/05/2024,Texas,Houston,6800 block of Cullen Blvd,0,4,29.7589382,-95.3676974
2899180,02/05/2024,Virginia,Richmond,3800 Delmont St,1,3,37.5385087,-77.43428
2898126,01/05/2024,Michigan,Detroit,Faust Ave and Westfield Ave,0,4,42.3315509,-83.0466403
2896893,01/05/2024,Texas,Fort Worth,3096 Las Vegas Trl,0,6,32.753177,-97.3327459
2893900,29/04/2024,North Carolina,Charlotte,5525 Galway Dr,4,4,35.2272086,-80.8430827
2895203,29/04/2024,Florida,Miami Gardens,1400 NW 197th St,0,5,25.9420377,-80.2456045
2892877,28/04/2024,Florida,Sanford,4380 Carraway Pl,0,10,28.8117345,-81.2680223
2893298,28/04/2024,Georgia,Fitzgerald,300 block of E Pine St,1,3,31.715036,-83.2541994
2892937,28/04/2024,Arizona,Tucson,3200 block of E 5th St,1,3,32.2228765,-110.974847
2892952,28/04/2024,Louisiana,Kenner,700 block of Farm Ave,0,5,29.9942265,-90.2417806
2893705,28/04/2024,Mississippi,Utica,1022 Lee Davis Cir,1,3,32.1095975,-90.6234323
2892069,27/04/2024,Florida,Daytona Beach,600 block of N Grandview Ave,0,4,29.2108147,-81.0228331
2892374,27/04/2024,South Carolina,Santee,800 block of Antioch Rd,1,3,33.4751634,-80.4864764
2892008,26/04/2024,District of Columbia,Washington,1219 Connecticut Ave NW,0,6,38.8950368,-77.0365427
2888610,22/04/2024,Virginia,Petersburg,5900 block of Sentry Hill Ct,0,5,37.1924594,-77.3677408
2887313,22/04/2024,Oklahoma,Yukon,2804 Mirage St,4,0,35.5067259,-97.7625386
2886674,21/04/2024,Illinois,Oak Forest,5500 block of Babette Ct,1,3,41.6028116,-87.7439384
2885854,20/04/2024,Tennessee,Memphis,2410 Carnes Ave,2,7,35.1460249,-90.0517638
2884585,19/04/2024,District of Columbia,Washington,1211 Mount Olivet Rd NE,0,4,38.8950368,-77.0365427
2884570,19/04/2024,Maryland,Greenbelt,6915 Hanover Pkwy,0,5,39.004607,-76.8756838
2884446,18/04/2024,Louisiana,Thibodaux,1400 block of Orange Grove Sq,0,4,29.7957633,-90.822871
2881822,16/04/2024,New York,Bronx,E Mount Eden Ave and Townsend Ave,1,3,40.8466508,-73.8785937
2881676,16/04/2024,North Carolina,Clinton,Boykin Rd and Shaun Ln,1,3,34.9979453,-78.3233325
2879450,14/04/2024,Texas,Dallas,4530 Collins Ave,1,8,32.7762719,-96.7968559
2880126,14/04/2024,Kentucky,Hopkinsville,1700 Canton St,0,4,36.8657651,-87.4889532
2879964,14/04/2024,Virginia,Richmond,1300 block of Jennie Scher Rd,1,4,37.5385087,-77.43428
2879792,14/04/2024,Tennessee,Nashville,480 Bell Rd,0,6,36.1622767,-86.7742984
2880226,14/04/2024,Louisiana,New Orleans,828 S Peters St,1,11,29.9759983,-90.0782127
2879189,13/04/2024,Illinois,Chicago,2021 W 52nd St,1,10,41.8755616,-87.6244212
2880895,13/04/2024,Georgia,Albany,300 E Broad Ave,0,4,31.5782062,-84.1556809
2880957,13/04/2024,Mississippi,Coldwater,W Central St,1,3,34.6917684,-89.9773124
2879659,13/04/2024,Arkansas,Wynne,441 Martin Luther King S,1,9,35.224533,-90.7867798
2877499,11/04/2024,Florida,Orlando,2800 block of Gamma Dr,1,3,28.5421109,-81.3790304
2876444,10/04/2024,District of Columbia,Washington,1100 block of 21st Street NE,1,5,38.8950368,-77.0365427
2873416,07/04/2024,Texas,San Antonio,11135 Wye Dr,0,6,29.4246002,-98.4951405
2873450,07/04/2024,Oklahoma,Oklahoma City,3034 N Portland Ave,1,3,35.4729886,-97.5170536
2872613,06/04/2024,Florida,Miami (Doral),3450 NW 83rd Ave,1,7,25.8039293,-80.33548906802129
2872340,05/04/2024,Arkansas,North Little Rock,116 Curtis Sykes Dr,1,3,34.769536,-92.2670941
2872754,05/04/2024,Florida,West Palm Beach,1170 W 27th St,1,3,26.715364,-80.0532942
2872358,01/04/2024,Louisiana,New Iberia,600 block of Breaux Alley,0,4,30.0035365,-91.8187285
2868907,01/04/2024,Michigan,Eastpointe,19000 block of Dijon Ave,0,4,42.4683698,-82.9554746
2867279,31/03/2024,Tennessee,Nashville,614 Garfield St,1,5,36.1622767,-86.7742984
2966990,31/03/2024,Mississippi,Greenwood,US-49E,1,3,33.5162315,-90.1795281
2867514,31/03/2024,Illinois,Chicago,400 block of N Lavergne Ave,1,3,41.8755616,-87.6244212
2866851,31/03/2024,Illinois,Chicago,5333 W Madison St,1,4,41.8755616,-87.6244212
2867670,31/03/2024,Mississippi,Jackson,2050 Martin Luther King Jr Dr,0,4,32.2998686,-90.1830408
2867139,31/03/2024,Georgia,Dublin,500 block of West Ave,2,5,32.5404447,-82.903754
2867883,31/03/2024,Mississippi,Jackson,3200 block of US-80,1,3,32.2998686,-90.1830408
2868697,31/03/2024,Texas,Paris,1355 8th NE,0,4,33.6617962,-95.555513
2868563,31/03/2024,Florida,Saint Petersburg,400 49th St S,0,4,27.7700475,-82.6359078
2866832,30/03/2024,Indiana,Indianapolis,49 W Maryland St,0,7,39.7683331,-86.1583502
2866920,30/03/2024,Connecticut,Bridgeport,1542 Stratford Ave,2,1,41.1792695,-73.1887863
2865719,29/03/2024,Alabama,Mobile,600 block of Euclid Ave,2,2,30.6913462,-88.0437509
2865779,29/03/2024,Michigan,Detroit,8203 W Chicago St,0,5,42.3315509,-83.0466403
2864257,27/03/2024,Texas,Houston,3403 Love St,1,3,29.7589382,-95.3676974
2862335,25/03/2024,Florida,Pompano Beach,1750 Dr. Martin Luther King Jr. Blvd,1,3,26.2378597,-80.1247667
2860902,24/03/2024,Indiana,Indianapolis,9439 E Washington St,0,5,39.7683331,-86.1583502
2859623,22/03/2024,Louisiana,New Orleans,AP Tureau Ave and N Roman St,2,2,29.9759983,-90.0782127
2855294,17/03/2024,District of Columbia,Washington,1541 7th St NW,2,5,38.8950368,-77.0365427
2854765,16/03/2024,Ohio,Euclid,19500 block of St Clair Ave,0,5,41.5931049,-81.5267873
2854542,16/03/2024,Indiana,Indianapolis,808 Broad Ripple Ave,1,5,39.7683331,-86.1583502
2855735,16/03/2024,California,Manteca,955 E Yosemite Ave,0,4,37.7986184,-121.2117148
2855051,16/03/2024,Texas,El Paso,2285 Trawood Dr,1,3,31.7601164,-106.4870404
2855474,16/03/2024,Alabama,Montgomery,3700 block of Woodley Rd,1,3,32.37742,-86.3091683
2853374,14/03/2024,Tennessee,Memphis,1300 block of Quinn Ave,1,3,35.1460249,-90.0517638
2851205,12/03/2024,Florida,Lawtey,21637 NE 17th Ave,3,1,30.0441284,-82.0717733
2849965,10/03/2024,Louisiana,Shreveport,2755 Hollywood Ave,1,3,32.5135356,-93.7477839
2849245,10/03/2024,Arkansas,Jonesboro,641 Burke Ave,2,5,35.8272257,-90.6949871
2846628,06/03/2024,Pennsylvania,Philadelphia,Rising Sun Ave and Cottman Ave,0,8,39.9527237,-75.1635262
2844773,04/03/2024,Pennsylvania,Philadelphia,Ogontz Ave and Godfrey Ave,1,4,39.9527237,-75.1635262
2844148,03/03/2024,Mississippi,West Point,10514 US-45 ALT N,1,12,33.6076186,-88.6503255
2844405,03/03/2024,California,King City,215 N 2nd St,4,7,36.2135325,-121.12864159269489
2843663,02/03/2024,Texas,Houston,5101 Washington Ave,0,4,29.7589382,-95.3676974
2843303,02/03/2024,North Carolina,Pembroke,408 W Railroad St,2,3,34.6800748,-79.1933485
2844305,02/03/2024,Louisiana,Natchez,198 LA-119,1,3,31.6754441,-93.0446069
2841692,29/02/2024,Missouri,Independence,1111 N Elsea Smith Rd,2,2,39.0924792,-94.4137923
2840946,28/02/2024,Florida,Orlando,Ironwedge Dr and S Lake Orlando Pkwy,1,6,28.5421109,-81.3790304
2839362,27/02/2024,Minnesota,Minneapolis,E Franklin Ave and Elliot Ave,1,3,44.9772995,-93.2654692
2839240,26/02/2024,Kentucky,Louisville,5500 block of Overbrook Woods Pl,1,3,38.2542376,-85.759407
2838132,25/02/2024,Illinois,Chicago,7340 N Rogers Ave,1,3,41.8755616,-87.6244212
2838389,25/02/2024,Illinois,Chicago,8033 S Vincennes Ave,3,1,41.8755616,-87.6244212
2838881,25/02/2024,Alaska,Point Hope,309 Agviq St,2,2,68.3493054,-166.7392068
2834712,20/02/2024,Pennsylvania,Allentown,1800 block of W Turner St,0,4,40.6022059,-75.4712794
2898968,19/02/2024,California,Oakland,3841 West St,0,5,37.8044557,-122.271356
2832971,19/02/2024,Indiana,Indianapolis,2621 S Lynhurst Dr,1,5,39.7683331,-86.1583502
2832334,18/02/2024,Minnesota,Burnsville,12605 33rd Ave,3,1,44.7670567,-93.2773887
2832590,18/02/2024,Alabama,Montgomery,3500 block of McGehee Rd,1,3,32.37742,-86.3091683
2832558,18/02/2024,California,Carson,1155 E Dominguez St,0,4,33.8322043,-118.2517547
2831391,16/02/2024,Alabama,Birmingham,828 Center Street N,4,0,33.5206824,-86.8024326
2830649,15/02/2024,Arkansas,Springdale,599 E Lakeview Dr,1,4,36.1867442,-94.1288142
2828898,14/02/2024,Georgia,Atlanta,3450 Benjamin E Mays Dr SW,0,4,33.7489924,-84.3902644
2828337,14/02/2024,Georgia,Claxton,7903 US-301,2,2,32.1615815,-81.9040047
2828642,14/02/2024,Missouri,Kansas City,30 W Pershing Rd,1,22,39.100105,-94.5781416
2828159,13/02/2024,Maryland,Baltimore,700 block of E Eager St,0,4,39.2908816,-76.610759
2826683,12/02/2024,New York,Bronx,Jerome Ave and W Mount Eden Ave,1,5,40.8466508,-73.8785937
2826220,11/02/2024,Tennessee,Jackson,23 Heritage Square,0,4,35.6144446,-88.8177418
2826477,11/02/2024,California,Huntington Park,6000 block of Bear Ave,4,1,33.9805731,-118.2252073
2825493,11/02/2024,Illinois,Chicago,W 30th St and S St Louis Ave,0,7,41.8755616,-87.6244212
2824648,09/02/2024,Texas,Dallas,220 Stoneport Dr,0,5,32.7762719,-96.7968559
2824579,09/02/2024,District of Columbia,Washington,1200 block of Raum St NE,1,3,38.8950368,-77.0365427
2822404,07/02/2024,Pennsylvania,Lansdowne (East Lansdowne),58 Lewis Ave,4,2,39.9456683,-75.2612943
2819413,04/02/2024,Colorado,Denver,5000 block of N Orleans Ct,2,4,39.7392364,-104.984862
2815852,31/01/2024,Kentucky,Louisville,S 12th St and W Muhammad Ali Blvd,2,2,38.2542376,-85.759407
2815932,31/01/2024,Louisiana,New Orleans,Wall Blvd and Murl St,1,3,29.9759983,-90.0782127
2815425,29/01/2024,Mississippi,Grenada,N Lynch St,0,4,33.772401,-89.7674875
2813433,28/01/2024,Florida,Palm Bay,473 Forgal Ave,3,2,27.9946969,-80.6366144
2813845,28/01/2024,California,Compton,S Central Ave and Alondra Blvd,0,4,33.894927,-118.226624
2814635,28/01/2024,Tennessee,Memphis,2223 W River Trace Dr,2,2,35.1460249,-90.0517638
2813443,28/01/2024,Pennsylvania,Harrisburg,600 block of Fillmore St,0,4,40.2663107,-76.8861122
2815416,27/01/2024,Mississippi,Grenada,800 block of Martin Luther King Jr Dr,1,3,33.772401,-89.7674875
2812487,27/01/2024,North Carolina,Charlotte,8508 Lodge S Cir,3,1,35.2272086,-80.8430827
2812327,25/01/2024,Missouri,Kansas City,3100 block of E Linwood Blvd,0,4,39.100105,-94.5781416
2810693,24/01/2024,Louisiana,New Orleans,3400 block of Wall Blvd,1,3,29.9759983,-90.0782127
2809998,23/01/2024,California,Adelanto,Shadow Mountain Rd and Lessing Ave,6,0,34.5827699,-117.409215
2807511,21/01/2024,Texas,Katy,4643 Russet Leaf Tr,3,2,29.7857853,-95.8243956
2807503,21/01/2024,New York,Bronx,4137 White Plains Rd,1,3,40.8466508,-73.8785937
2807473,21/01/2024,Illinois,Tinley Park,7430 173rd Pl,4,0,41.5733669,-87.7844944
2808531,21/01/2024,Illinois,Joliet,200 block of Davis St,8,1,41.5263603,-88.0840212
2807528,20/01/2024,Florida,Plantation,12301 W Sunrise Blvd,1,3,26.1275862,-80.2331036
2807488,20/01/2024,Florida,Palm Bay,1700 Woodlake Dr NE,3,2,27.9946969,-80.6366144
2806941,20/01/2024,Pennsylvania,Coraopolis,870 Fourth Ave,1,3,40.5175351,-80.1643232
2806956,20/01/2024,Alabama,Coker,11000 block of Pate Rd,1,3,33.2459512,-87.6877882
2805327,19/01/2024,Maryland,Baltimore,5200 block of Fairlawn Ave,0,1,39.2908816,-76.610759
2804280,18/01/2024,California,San Francisco,Hyde St and Turk St,1,4,37.7792588,-122.4193286
2803737,17/01/2024,Missouri,Kansas City,2450 Grand Blvd,0,6,39.100105,-94.5781416
2804615,17/01/2024,Nevada,Las Vegas,200 block of W Chicago Ave,2,2,36.1672559,-115.148516
2801431,14/01/2024,Pennsylvania,Philadelphia,2400 block of N Myrtlewood St,2,4,39.9527237,-75.1635262
2801357,14/01/2024,Mississippi,West Point,W Half Mile St and N Division St,2,3,33.6076186,-88.6503255
2801260,14/01/2024,Texas,Houston,4400 block of Mooney Rd,0,4,29.7589382,-95.3676974
2800844,13/01/2024,Texas,Richmond,17006 Cory Cornel Ln,4,0,29.5821811,-95.7607832
2799654,11/01/2024,California,Compton,1000 block of Acacia Ave,0,5,33.894927,-118.226624
2798627,09/01/2024,Virginia,Portsmouth,3700 block of Greenway Ct E,2,2,36.8320081,-76.297699
2796605,07/01/2024,Alabama,Abbeville,1600 block of Co Rd 40,0,4,31.5702088,-85.2503315
2822517,06/01/2024,California,Reedley,1151 S Church Ave,4,0,36.5963906,-119.4511877
2794498,04/01/2024,Louisiana,Baton Rouge,6315 Greenwell St,1,5,30.4494155,-91.1869659
2794194,04/01/2024,Iowa,Perry,1200 18th St,2,5,41.8386547,-94.1066411
2792720,01/01/2024,Missouri,Springfield,5485 W Sunshine St,0,4,37.2081729,-93.2922715
2792829,01/01/2024,Louisiana,Baton Rouge,4600 block of W Brookstown Dr,1,3,30.4494155,-91.1869659
2791411,01/01/2024,California,Los Angeles,2350 Porter St,2,8,34.0536909,-118.242766
2840907,01/01/2024,Illinois,Maywood,1500 block of St Charles Rd,2,2,41.8789942,-87.8436412
2790854,31/12/2023,California,Hawthorne,14125 Crenshaw Blvd,1,5,33.9128272,-118.3426122
2791341,31/12/2023,North Carolina,Charlotte,300 S Church St,0,5,35.2272086,-80.8430827
2793000,31/12/2023,Louisiana,New Roads,,1,3,30.6932528,-91.4342983
2791696,31/12/2023,South Carolina,Little River,3389 Hwy 9 E,2,2,33.878817,-78.63271919982024
2790081,30/12/2023,Colorado,Denver,4888 W Colfax Ave,2,2,39.7392364,-104.984862
2790633,30/12/2023,Texas,Beaumont,6500 block of Bigner Rd,1,4,30.0860459,-94.1018461
2790559,30/12/2023,Florida,Gainesville,1631 NE 16th Ave,0,4,29.6519684,-82.3249846
2786002,24/12/2023,Florida,Orlando (Lockhart),2800 block of Sudman Way,2,3,28.620204683538383,-81.42639520268015
2786444,24/12/2023,Colorado,Colorado Springs,750 Citadel Dr E,1,3,38.8339578,-104.825348
2786038,24/12/2023,Texas,Houston,5828 Martin Luther King Blvd,1,4,29.7589382,-95.3676974
2786401,23/12/2023,Washington,Seattle,Occidental Ave S and S Washington St,0,5,47.6038321,-122.330062
2786253,23/12/2023,Texas,Fort Worth,9325 Cynthia Ct,1,4,32.753177,-97.3327459
2785646,23/12/2023,Maryland,Gwynn Oak (Woodlawn),1808 Woodlawn Dr,1,4,39.3229108,-76.7180811
2784986,22/12/2023,New York,Corona (Queens),117-29 143rd St,1,3,40.7469593,-73.8601456
2784291,21/12/2023,District of Columbia,Washington,1399 Half St SW,2,2,38.8950368,-77.0365427
2783287,20/12/2023,Pennsylvania,Philadelphia,7300 block of Chelwynde Ave,1,3,39.9527237,-75.1635262
2780660,17/12/2023,South Carolina,Ridgeland,51 Riverwalk Blvd,2,2,32.4807435,-80.980386
2781391,17/12/2023,Alabama,Gainestown,Walker Springs Rd and Wooded Acres Rd,0,4,31.4454421,-87.6933268
2779489,15/12/2023,Tennessee,Memphis,3941 Riverdale Rd,2,3,35.1460249,-90.0517638
2779676,15/12/2023,California,Los Angeles,238 E El Segundo Blvd,1,4,34.0536909,-118.242766
2779098,14/12/2023,Illinois,Ashland,308 Philadelphia Rd,3,1,41.8853413,-87.6662819
2775971,11/12/2023,Nevada,Las Vegas,7545 Oso Blanca Rd,3,1,36.1672559,-115.148516
2775245,10/12/2023,Pennsylvania,Philadelphia,2200 block of N Chadwick St,2,2,39.9527237,-75.1635262
2775006,09/12/2023,Georgia,Atlanta,3005 Peachtree Rd NE,3,1,33.7489924,-84.3902644
2773914,06/12/2023,Colorado,Peyton,21885 Akawi Way,3,1,39.0288809,-104.4830238
2772021,06/12/2023,Nevada,Las Vegas,4505 S Maryland Pkwy,3,1,36.1672559,-115.148516
2771255,05/12/2023,Texas,Austin,7104 Berkman Dr,6,3,30.2711286,-97.7436995
2770296,04/12/2023,South Carolina,Lugoff,I-20,1,4,34.219224,-80.70445403230252
2769819,03/12/2023,Texas,Dallas,9700 block of Royce Dr,4,1,32.7762719,-96.7968559
2769728,03/12/2023,Texas,Houston,4913 Griggs Rd,1,3,29.7589382,-95.3676974
2769652,03/12/2023,Minnesota,Minneapolis,403 14th Ave SE,2,2,44.9772995,-93.2654692
2770132,03/12/2023,Washington,Vancouver,11511 NE 92nd St,4,0,45.6306954,-122.6744557
2769880,02/12/2023,Ohio,Columbus,400 block of N Ohio Ave,0,4,39.9622601,-83.0007065
2770501,02/12/2023,Ohio,Cleveland,2200 block of St Clair Ave,0,4,41.4996574,-81.6936772
2769181,02/12/2023,California,Fresno,4300 block of E Olive Ave,2,2,36.7394421,-119.78483
2769379,02/12/2023,Colorado,Aurora,1300 block of Joliet St,0,4,39.7405111,-104.830994
2769574,02/12/2023,Mississippi,Mccomb,560 Presley Blvd,0,5,31.2437872,-90.4531536
2768663,01/12/2023,Nevada,Las Vegas,E Charleston Blvd and N Honolulu St,2,3,36.1672559,-115.148516
2767813,29/11/2023,North Carolina,Lexington,7000 block of NC-8,0,5,35.8240265,-80.2533838
2767246,29/11/2023,Illinois,Chicago,3600 block of W Flournoy St,1,3,41.8755616,-87.6244212
2764105,26/11/2023,North Carolina,Winston Salem (Winston-salem),3533 N Glenn Ave,0,4,36.0942506,-80.2738634
2764540,26/11/2023,California,Los Angeles,836 W 110th St,4,0,34.0536909,-118.242766
2766505,25/11/2023,California,Fontana,15500 block of Eastwind Ave,3,1,34.0922947,-117.43433
2763545,23/11/2023,Tennessee,Memphis,2707 Kimball Ave,0,4,35.1460249,-90.0517638
2762964,23/11/2023,Georgia,Decatur,3000 block of Cascade Manor Dr,0,4,30.8736613,-84.5740953
2762712,23/11/2023,Illinois,Chicago,2000 block of W Monroe St,0,5,41.8755616,-87.6244212
2762803,22/11/2023,North Carolina,Lumberton,111 W 3rd St,0,6,34.6183305,-79.008205
2762681,22/11/2023,Mississippi,Goodman,7213 US-51,1,3,32.9701306,-89.9123058
2761566,21/11/2023,Pennsylvania,Philadelphia,3200 block of Fairhill St,2,5,39.9527237,-75.1635262
2760537,20/11/2023,Ohio,Fairborn (Beavercreek),3360 Pentagon Blvd,0,4,39.78605515,-84.00506772771055
2760730,20/11/2023,Colorado,Westcliffe,173 Rocky Ridge Rd,3,1,38.129268499999995,-105.46564877971474
2759654,19/11/2023,Texas,Port Arthur,4400 block of Griffing Dr,0,5,29.8716577,-93.9332302
2758871,18/11/2023,Tennessee,Memphis,3636 Field Lark Dr,4,1,35.1460249,-90.0517638
2759002,18/11/2023,Arkansas,Little Rock,7101 W 12th St,1,3,34.7465071,-92.2896267
2759046,18/11/2023,California,Spring Valley,9034 Ildica St,0,5,32.7295705,-116.96688951775884
2757292,16/11/2023,Ohio,Willoughby,7166 Mentor Ave,3,1,41.6397696,-81.4065011
2755393,14/11/2023,Massachusetts,Springfield,31 Morgan St,1,3,42.1018764,-72.5886727
